0.00000 947.49817 162.83516 -1.00000
0.00000 995.14464 156.04821 1.00000
0.00000 1042.73893 151.86014 -1.00000
0.00000 1091.58449 144.74743 1.00000
0.00000 1141.26148 138.97006 1.00000
0.00000 1190.41007 133.87954 1.00000
0.00000 1241.13055 128.05729 0.50000
0.00000 1291.24217 122.54000 1.00000
0.00000 1341.62398 117.48984 1.00000
0.00000 1393.45784 111.00000 1.00000
0.00000 951.93617 209.47254 1.00000
0.00000 998.19306 205.11714 -1.00000
0.00000 1046.47700 198.89185 1.00000
0.00000 1094.89965 193.93699 1.00000
0.00000 1143.46549 188.04012 1.00000
0.00000 1192.23666 184.45007 -1.00000
0.00000 1242.73164 177.43373 1.00000
0.00000 1293.57532 172.11859 1.00000
0.00000 1344.11336 166.59109 1.00000
0.00000 1395.03765 161.42094 1.00000
0.00000 955.65882 256.74853 1.00000
0.00000 1002.16930 251.27739 1.00000
0.00000 1049.58430 246.96998 1.00000
0.00000 1097.60714 241.39027 1.00000
0.00000 1146.51800 236.70752 0.50000
0.00000 1195.44557 231.19004 1.00000
0.00000 1245.21529 226.62706 0.50000
0.00000 1295.26123 221.09307 1.00000
0.00000 1346.28071 215.74509 1.00000
0.00000 1396.70559 210.91159 1.00000
0.00000 959.26497 302.60027 1.00000
0.00000 1005.90765 298.46007 0.50000
0.00000 1052.90671 293.32699 1.00000
0.00000 1100.19901 289.27464 0.50000
0.00000 1148.85830 284.24523 1.00000
0.00000 1197.79006 278.90186 1.00000
0.00000 1247.35420 274.57552 1.00000
0.00000 1296.99869 270.77415 -1.00000
0.00000 1347.59612 264.74100 1.00000
0.00000 1398.17133 260.39082 1.00000
0.00000 962.70620 348.94651 0.50000
0.00000 1009.00150 344.16980 1.00000
0.00000 1055.05025 341.24372 -1.00000
0.00000 1103.64712 335.46680 1.00000
0.00000 1151.86812 331.11907 1.00000
0.00000 1200.38396 326.51614 1.00000
0.00000 1249.41024 321.93708 1.00000
0.00000 1299.35431 317.70504 1.00000
0.00000 1349.59352 313.12813 1.00000
0.00000 1399.73476 309.12398 1.00000
0.00000 966.57546 393.68241 1.00000
0.00000 1012.04191 390.79905 -1.00000
0.00000 1058.70009 385.27637 1.00000
0.00000 1107.40296 381.87633 0.50000
0.00000 1154.31470 377.74120 1.00000
0.00000 1202.82532 373.78546 1.00000
0.00000 1251.41976 369.41976 1.00000
0.00000 1301.05623 365.82690 1.00000
0.00000 1351.26839 360.87837 1.00000
0.00000 1401.86626 356.68389 1.00000
0.00000 969.97422 438.95580 1.00000
0.00000 1015.87209 435.22493 1.00000
0.00000 1062.64175 431.59661 1.00000
0.00000 1109.36565 427.59485 1.00000
0.00000 1157.56907 423.79864 1.00000
0.00000 1205.10806 419.88018 1.00000
0.00000 1254.19816 416.51152 1.00000
0.00000 1303.23139 412.50043 1.00000
0.00000 1353.06101 408.49952 1.00000
0.00000 1402.84107 404.55756 1.00000
0.00000 973.72043 482.81183 1.00000
0.00000 1019.27001 480.25473 1.00000
0.00000 1065.53411 476.21183 1.00000
0.00000 1110.81430 473.47827 0.50000
0.00000 1159.46076 469.52713 1.00000
0.00000 1207.97580 465.90319 1.00000
0.00000 1256.16353 462.28566 1.00000
0.00000 1304.37516 459.94930 -1.00000
0.00000 1354.49588 455.05998 1.00000
0.00000 1404.01929 451.58759 0.50000
0.00000 977.13382 527.23456 1.00000
0.00000 1022.57848 524.03517 1.00000
0.00000 1068.67067 520.99242 1.00000
0.00000 1115.11582 517.41851 1.00000
0.00000 1162.07924 515.36865 1.00000
0.00000 1209.84705 510.91819 1.00000
0.00000 1257.74724 508.90123 1.00000
0.00000 1306.36743 504.48582 1.00000
0.00000 1356.39283 501.42150 1.00000
0.00000 1405.20015 497.32897 1.00000
0.00000 980.88281 570.52214 1.00000
0.00000 1025.81286 567.80074 1.00000
0.00000 1071.47480 564.76605 1.00000
0.00000 1117.96074 562.55288 1.00000
0.00000 1164.94861 559.27998 1.00000
0.00000 1211.81140 557.24966 -1.00000
0.00000 1260.15224 553.23748 1.00000
0.00000 1308.53300 551.00861 1.00000
0.00000 1357.64966 547.57988 1.00000
0.00000 1406.54725 544.24037 1.00000
1.00000 960.64736 367.11469 1.00000
1.00000 1005.77448 373.00622 1.00000
1.00000 1050.24635 378.95885 1.00000
1.00000 1094.47075 384.52569 1.00000
1.00000 1138.12366 390.17336 1.00000
1.00000 1181.49270 395.68084 1.00000
1.00000 1224.14777 401.06108 1.00000
1.00000 1266.21326 406.31243 1.00000
1.00000 1307.92174 411.65590 1.00000
1.00000 1349.27657 416.77369 1.00000
1.00000 960.62026 410.22812 1.00000
1.00000 1006.35118 416.07014 1.00000
1.00000 1051.78400 421.72044 1.00000
1.00000 1096.27596 427.19554 1.00000
1.00000 1140.81759 432.68633 1.00000
1.00000 1184.53316 438.01053 1.00000
